,Store Number,Store Type,Address,City,State,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
2836,3307,Walmart Supercenter, 35 Mike Stewart, Crawfordville,FL,32327,27829,40.3,60865,22805,3100,11.13945884
2837,3308,Walmart Supercenter, 1580 Branan Field Rd, Middleburg,FL,32068,54614,37.1,58479,25329,6748,12.3558062
2838,3311,Walmart Supercenter, 19501 Nw 27Th Ave, Miami Gardens,FL,33056,35055,35.8,38330,17058,8438,24.07074597
2839,3310,Walmart Supercenter, 101 Howland Blvd, Deltona,FL,32738,45042,36.6,47135,19939,7461,16.56453976
2840,3314,Walmart Neighborhood Market, 7450 W Glendale Ave, Glendale,AZ,85303,31835,30.5,52234,19695,5741,18.03361081
2841,3317,Walmart Neighborhood Market, 8511 Golf Course Rd Nw, Alameda,NM,87114,69620,35.1,65635,29507,7462,10.71818443
2842,3315,Walmart Neighborhood Market, 4230 W Union Hills Dr, Glendale,AZ,85308,66295,39.8,74060,34368,5313,8.014179048
2843,3319,Walmart Supercenter, 2020 Heights Dr, Harker Heights,TX,76548,29595,34,72284,31033,3636,12.2858591
2844,3320,Walmart Supercenter, 215 E Mile 3 Rd, Palmhurst,TX,78573,38420,25.6,35740,14786,12846,33.43571057
2845,3324,Walmart Supercenter, 4433 Vanguard Dr, Sheboygan,WI,53083,20344,41.5,67704,31984,1034,5.08257963
2846,3322,Walmart, 411 Pewaukee Rd, Pewaukee,WI,53072,25102,43.9,82032,49282,711,2.83244363
2847,3329,Walmart Supercenter, 7494 Us Highway 11, Potsdam,NY,13676,17097,24.3,50000,21047,2429,14.20717085
2848,3327,Walmart Neighborhood Market, 2900 Sw 134Th Street, Oklahoma City,OK,73170,37896,39.6,84924,36968,2016,5.319822673
2849,3328,Walmart Supercenter, 10772 W Carson City Rd, Greenville,MI,48838,18130,39.6,46110,22628,3358,18.52178709
2850,3331,Walmart Supercenter, 5501 S Olive St, Pine Bluff,AR,71603,31884,42.1,40213,22300,6895,21.62526659
2851,3330,Walmart Neighborhood Market, 673 Cedar Road, Chesapeake,VA,23322,64393,39.7,96298,36579,2943,4.570372556
2852,3313,Walmart Supercenter, 10900 E Briarwood Ave, Centennial,CO,80112,33165,35.9,91458,47963,2040,6.151062867
2853,3332,Walmart Supercenter, 1818 State Route #3, Fulton,NY,13069,24728,38.7,46300,24424,5579,22.56146878
2854,3336,Walmart Supercenter, 23800 Allen Rd, Woodhaven,MI,48183,42196,43.2,61479,32284,3107,7.363257181
2855,3337,Walmart, 3159 Route 9 South, Rio Grande,NJ,8242,3004,43.5,53496,29856,551,18.34221039
2856,3339,Walmart Supercenter, 1070 W Landis Ave, Vineland,NJ,8360,42689,36.1,47098,21785,7894,18.49188315
2857,3340,Walmart Neighborhood Market, 4720 E 21St St, Tulsa,OK,74114,16070,41.6,69601,51651,1202,7.47977598
2858,3342,Walmart Supercenter, 1815 E Ohio Pike, Amelia,OH,45102,22478,38.5,60337,28308,2044,9.093335706
2859,3341,Walmart Neighborhood Market, 2305 N Central Expy, Dallas,TX,75204,30370,30.2,71766,56056,5843,19.23938097
2860,3344,Walmart Supercenter, 501 Wal Mart Dr, Winchester,VA,22603,15588,44.4,66307,33198,1038,6.658968437
2861,3348,Walmart Supercenter, 101 N Congress Ave, Lake Park,FL,33403,12539,38.6,43720,21150,2274,18.1354175
2862,3349,Walmart Supercenter, 375 Kings Hwy, Port Charlotte,FL,33983,15239,52.4,51057,28263,1594,10.46000394
2863,3347,Walmart Supercenter, 7450 Cypress Gardens Blvd, Winter Haven,FL,33884,31486,45.2,54932,29216,3133,9.95045417
2864,3350,Walmart Supercenter, 5198 Boulder Hwy, Las Vegas,NV,89122,51074,36.9,46560,21685,8277,16.20589733
2865,3351,Walmart Supercenter, 6464 N Decatur Blvd, Las Vegas,NV,89131,46772,39.1,85955,34815,2495,5.334388095
2866,3352,Walmart Supercenter, 10355 Trinity Pkwy, Stockton,CA,95219,29238,37.9,81049,45431,2796,9.562897599
2867,3338,Walmart Neighborhood Market, 203 Cedar Springs Road, Spartanburg,SC,29302,16612,43.6,56489,37463,1633,9.830243198
2868,3354,Walmart Neighborhood Market, 1401 American Pacific Dr, Henderson,NV,89074,49107,41.4,68479,37248,4026,8.19842385
2869,3355,Walmart Neighborhood Market, 1400 S Lamb Blvd, Las Vegas,NV,89104,39473,39.1,34792,18381,9962,25.23750412
2870,3356,Walmart Neighborhood Market, 7445 S Eastern Ave, Las Vegas,NV,89123,58630,39.3,62745,33941,5264,8.978338734
2871,3357,Walmart Neighborhood Market, 3925 E Grant Rd, Tucson,AZ,85712,33239,40.8,33805,23854,8361,25.15418635
2872,3360,Walmart Supercenter, 2750 E Germann Rd, Chandler,AZ,85286,41807,34,98844,38268,2124,5.080488913
2873,3359,Walmart Neighborhood Market, 500 N. Dobys Bridge Road, Fort Mill,SC,29715,30370,38.3,75756,33104,2486,8.185709582
2874,3362,Walmart Supercenter, 14800 Fort Campbell Blvd, Oak Grove,KY,42262,8647,24.4,49055,19189,1998,23.10627963
2875,3363,Walmart Supercenter, 3151 Leitchfield Rd, Owensboro,KY,42303,41180,37.8,47345,25381,6436,15.62894609
2876,3364,Walmart Supercenter, 1644 Robert St S, Saint Paul,MN,55118,28326,42,64306,41713,2552,9.009390666
2877,3366,Walmart Supercenter, 221 W Parrish Ln, Centerville,UT,84014,17000,36.8,84397,34303,804,4.729411765
2878,3367,Walmart Supercenter, 4920 Centre Pointe Dr, North Charleston,SC,29418,23978,35.6,36712,23308,4885,20.37284177
2879,3372,Walmart Supercenter, 2677 Roosevelt Boulevard, Largo,FL,33760,17160,38.4,45682,23753,3786,22.06293706
2880,3370,Walmart Supercenter, 508 10Th St E, Palmetto,FL,34221,44115,44.5,50941,27539,6138,13.91363482
2881,3377,Walmart Neighborhood Market, 2823 W Valencia Rd, Tucson,AZ,85746,43873,32.6,44106,18414,10488,23.90536321
2882,3380,Walmart Supercenter, 4820 N Road 68, Pasco,WA,99301,77226,29.6,61029,23161,11934,15.45334473
2883,3379,Walmart Supercenter, 2150 E Tangerine Rd, Oro Valley,AZ,85755,16143,56.8,90814,49322,620,3.840673976
2884,3381,Walmart Supercenter, 407 Ne Georgia Ave, Sweetwater,TX,79556,12915,38.2,40998,22498,2127,16.46922184
2885,3384,Walmart Supercenter, 300 W 15Th St, Hereford,TX,79045,19066,31.8,51564,21050,3341,17.52333998
2886,3383,Walmart Supercenter, 4215 Canyon Dr, Amarillo,TX,79110,19242,33.5,58631,26231,2806,14.58268371
2887,3385,Walmart Neighborhood Market, 9600 Sage Rd Sw, Albuquerque,NM,87121,78122,29.5,41863,16604,17152,21.95540309
2888,3382,Walmart Supercenter, 78 N Mcculloch Blvd, Pueblo West,CO,81007,30901,39.3,65090,28093,2537,8.210090288
2889,3386,Walmart Supercenter, 160 Springville Station Blvd, Springville,AL,35146,12159,40.8,65907,24425,1155,9.499136442
2890,3389,Walmart Supercenter, 3435 Centerville Hwy, Snellville,GA,30039,45593,36.1,63935,25103,6062,13.29590069
2891,3390,Walmart Supercenter, 10001 Woodlands Pkwy, Woodlands,TX,77382,40546,38.5,139902,61866,979,2.414541508
2892,3388,Walmart Supercenter, 1400 Lawrenceville Hwy, Lawrenceville,GA,30044,89143,33,57334,23236,12728,14.27818225
2893,3392,Walmart Neighborhood Market, 2108 Bedford Rd, Bedford,TX,76021,35903,39.9,68912,37180,2098,5.843522825
2894,3391,Walmart Supercenter, 6102 Fm 3009, Schertz,TX,78154,38293,36.5,76451,32919,2713,7.084845794
2895,3394,Walmart Supercenter, 1905 E 7Th St, Atlantic,IA,50022,8173,44.4,43538,26960,1261,15.4288511
2896,3395,Walmart Supercenter, 3501 S Locust St, Grand Island,NE,68801,29812,33.5,50727,22919,5060,16.97303099
2897,3334,Walmart Supercenter, 3222 State Route 11, Malone,NY,12953,15778,37,49561,19290,2587,16.39624794
2898,3397,Walmart Supercenter, 17650 Nw 2Nd Ave, Miami Gardens,FL,33169,40106,35,41999,18332,7363,18.35884905
2899,3402,Walmart Supercenter, 1400 Hudson Bridge Rd, Stockbridge,GA,30281,69320,36.7,54913,24794,10388,14.98557415
2900,3387,Walmart Supercenter, 17000 Tamiami Trl, North Port,FL,34287,26734,57.2,47280,28334,2601,9.729183811
2901,3403,Walmart Supercenter, 3615 Marietta Hwy, Dallas,GA,30157,48747,34.8,61444,24151,4894,10.03959218
2902,3282,Walmart Supercenter, 12910 State Route 664 S, Logan,OH,43138,18210,41.4,44544,22455,2872,15.77155409
2903,3408,Walmart Supercenter, 3200 Market St, Carson City,NV,89706,19482,41.2,41329,24448,3697,18.97649112
2904,3407,Walmart Supercenter, 1060 S Watson Rd, Buckeye,AZ,85326,58276,32.5,55980,18351,7399,12.69647882
2905,3409,Walmart Supercenter, 20 Soojian Dr, Leicester,MA,1524,6702,45.4,64135,34311,440,6.565204417
2906,3400,Walmart Supercenter, 2300 Us Highway 34, Oswego,IL,60543,39859,35.2,98610,36020,1046,2.624250483
2907,3411,Walmart Neighborhood Market, 8660 Cliffdale Road, Fayetteville,NC,28314,56987,29.3,45938,23994,9415,16.52131188
2908,3412,Walmart Supercenter, 200 Kocher Ln, Elizabethville,PA,17023,3582,41.3,50260,25433,500,13.9586823
2909,3404,Walmart Supercenter, 1960 Twin Lakes Parkway, Roseville,MN,55113,41316,39.4,65323,36097,4285,10.37128473
2910,3414,Walmart Neighborhood Market, 3400 Eastlake Rd, Palm Harbor,FL,34685,19210,47.7,79857,41086,1235,6.428943259
2911,3418,Walmart Supercenter, 28500 State Road 54, Wesley Chapel,FL,33543,25521,38.5,76560,32255,1832,7.1784021
2912,3419,Walmart Neighborhood Market, 6756 W Vickery Blvd, Fort Worth,TX,76116,49789,34.4,49276,30957,9560,19.20102834
2913,3415,Walmart Supercenter, 41232 Us Hwy 19 N, Tarpon Springs,FL,34689,27398,51.3,44487,30647,3889,14.19446675
2914,3417,Walmart Supercenter, 6650 Collier Blvd, Naples,FL,34114,16331,59.6,55723,35969,2273,13.91831486
2915,3420,Walmart, 1220 Old Country Rd, Westbury,NY,11590,47778,38.6,101095,37909,3524,7.375779648
2916,3422,Walmart Supercenter, 2000 Clements Bridge Rd Ste 10, Woodbury,NJ,8096,35641,40.7,68785,34251,3198,8.972812211
2917,3424,Walmart Neighborhood Market, 2653 Valleydale Road, Birmingham,AL,35244,33638,38.7,84158,42031,1405,4.17682383
2918,3423,Walmart Supercenter, 5701 Herrera Drive, Santa Fe,NM,87507,47689,35.6,52581,26186,7819,16.39581455
2919,3427,Walmart Supercenter, 604 N 26Th St, Artesia,NM,88210,18962,33.5,57491,28600,3169,16.71237211
2920,3428,Walmart Supercenter, 1400 W Main St, Farmington,NM,87401,46830,32.8,50795,24781,9017,19.25475123
2921,3429,Walmart Supercenter, 2901 Market St, Warren,PA,16365,18060,46.1,46086,28236,2053,11.36766334
2922,3425,Walmart Supercenter, 9598 Rowlett Rd, Houston,TX,77075,43586,29.3,50653,18932,8071,18.51741385
2923,3430,Walmart Supercenter, 9011 Ne 23Rd St, Oklahoma City,OK,73141,2613,39.8,38683,18995,408,15.61423651
2924,3431,Walmart Supercenter, 2801 E Interstate 20, Hudson Oaks,TX,76087,26889,42.6,85501,38090,2043,7.597902488
2925,3433,Walmart Supercenter, 100 Ryan Drive, Red Oak,TX,75154,40225,34.9,73996,27687,3574,8.885021753
2926,3432,Walmart Supercenter, 951 W Belt Line Rd, Desoto,TX,75115,52377,39.4,65194,29674,6134,11.7112473
2927,3434,Walmart Supercenter, 1275 Lake Ave, Woodstock,IL,60098,32941,39.5,63864,33632,4034,12.24613703
2928,3435,Walmart Supercenter, 1133 No. Emerson Road, Greenwood,IN,46143,55476,36.5,67023,32369,5477,9.87273776
2929,3436,Walmart Supercenter, 700 W Ireland Rd, South Bend,IN,46614,30504,41.3,51012,28638,4477,14.6767637
2930,3437,Walmart Neighborhood Market, 3421 Murchison Rd, Fayetteville,NC,28311,36264,32.3,47305,25642,5569,15.35682771
2931,3439,Walmart Supercenter, 9360 Navarre Pkwy, Navarre,FL,32566,36714,36.9,69199,31241,3693,10.05883314
2932,3441,Walmart, 275 Main St, White Plains,NY,10601,11826,37,74177,55196,2426,20.51412143
2933,3442,Walmart Neighborhood Market, 11980 Highway 17 Bypass, Murrells Inlet,SC,29576,29055,58.3,53329,33321,2401,8.263637928
2934,3443,Walmart, 48 State Rt 23, Riverdale,NJ,7457,4238,40.9,100602,51946,314,7.409155262
2935,3445,Walmart Supercenter, 1355 S Mccord Rd, Holland,OH,43528,16248,41.3,70417,35154,1773,10.91211226
2936,3447,Walmart Supercenter, 3657 E Main St, Whitehall,OH,43213,33337,34.4,37391,21939,8002,24.00335963
2937,3449,Walmart Neighborhood Market, 3801 East Stan Schlueter Loop, Killeen,TX,76542,50324,29.6,60892,25588,5105,10.14426516
2938,3450,Walmart Neighborhood Market, 2900 Clear Creek Road, Killeen,TX,76549,48970,27,51972,21486,4988,10.18582806
2939,3401,Walmart Supercenter, 6149 Old National Hwy, College Park,GA,30349,73310,32.6,46998,23245,12650,17.25549038
2940,3452,Walmart Neighborhood Market, 4810 Highway 6 N, Houston,TX,77084,104582,33,65617,26893,12261,11.72381481
2941,3454,Walmart Supercenter, 1200 S Commerce Way, Perry,UT,84302,25004,33.5,54621,22818,2397,9.586466165
2942,3456,Walmart Neighborhood Market, 4220 Legion Road, Hope Mills,NC,28348,35723,33.2,52856,22163,4773,13.36113988
2943,3455,Walmart, 1400 Hilltop Mall Rd, Richmond,CA,94806,63660,35.3,56605,23166,9907,15.56236255
2944,3460,Walmart Supercenter, 8915 N Allen Rd, Peoria,IL,61615,23422,37.1,68789,39671,2363,10.0888054
2945,3459,Walmart Supercenter, 2225 W Market St, Bloomington,IL,61705,13206,36.4,105377,44074,957,7.246706043
2946,3461,Walmart Supercenter, 2717 Highway 54, Peachtree City,GA,30269,35760,42.6,92989,44733,2155,6.026286353
2947,3462,Walmart Supercenter, 3245 Lawrenceville Suwanee Rd, Suwanee,GA,30024,74804,37.9,103533,40664,3295,4.404844661
2948,3465,Walmart Supercenter, 5010 N 95Th Ave, Glendale,AZ,85305,12073,34.4,65640,29793,855,7.08191833
2949,3464,Walmart Supercenter, 3943 Grand Ave, Chino,CA,91710,88862,36.8,75408,23122,8264,9.299813193
2950,3463,Walmart Supercenter, 1208 E Brandon Blvd, Brandon,FL,33511,58401,35.7,58090,27791,6213,10.63851646
2951,3473,Walmart Supercenter, 4505 W Charleston Blvd, Las Vegas,NV,89102,38831,35.3,33681,19882,11655,30.01467899
2952,3474,Walmart Supercenter, 6225 E State Road 64, Bradenton,FL,34208,38248,36.2,44846,20823,8674,22.67830998
2953,3475,Walmart Supercenter, 650 S Trooper Rd, Norristown,PA,19403,46199,41.6,80881,40286,2261,4.894045326
2954,3476,Walmart Supercenter, 39500 Ford Rd, Canton,MI,48187,49152,39.2,81367,37306,3069,6.243896484
2955,3471,Walmart Supercenter, 3105 Cobb Pkwy Nw, Kennesaw,GA,30152,43653,36.5,82674,37929,3591,8.226238746
2956,3478,Walmart, 700 Keeaumoku St, Honolulu,HI,96814,19775,46.6,61264,43948,2463,12.4551201
2957,3477,Walmart Supercenter, 7250 Carson Blvd, Long Beach,CA,90808,38487,43,102563,46047,2157,5.604489828
2958,3371,Walmart Supercenter, 3240 Wilkinson Blvd, Charlotte,NC,28208,37678,32,31264,17381,10628,28.20744201
2959,3479,Walmart Neighborhood Market, 1819 S 8Th St, Rogers,AR,72756,40381,35.3,46642,26106,6369,15.77226914
2960,3483,Walmart Supercenter, 933 Grand Caillou Rd, Houma,LA,70363,25193,34.8,36806,18311,7139,28.33723653
2961,3482,Walmart Supercenter, 425 Coit Rd, Plano,TX,75075,35933,41.9,75123,37874,3104,8.638299057
2962,3480,Walmart Supercenter, 1050 Regional Park Rd, Lebanon,VA,24266,9322,42.9,47540,25098,1255,13.46277623
2963,3484,Walmart Supercenter, 2951 S Blue Angel Pkwy, Pensacola,FL,32506,36310,36.6,45230,22826,6114,16.83833655
2964,3481,Walmart, 112 Carroll Island Rd, Baltimore,MD,21220,40444,39.2,64139,30731,3946,9.756700623
2965,3485,Walmart Supercenter, 2257 Hwy 515, Blairsville,GA,30512,20299,54.4,42327,27526,2410,11.87250603
2966,3486,Walmart Supercenter, 929 E State St, Athens,OH,45701,35432,22.5,35588,19059,10165,28.68875593
2967,3488,Walmart Supercenter, 1901 Milwaukee Ave, Burlington,WI,53105,29215,43.8,66699,32616,2108,7.215471504
2968,3489,Walmart Supercenter, 6420 Petrie Way Rd, Baltimore,MD,21237,30085,38.9,64758,31694,2359,7.841116836
2969,3490,Walmart, 7081 Arundel Mills Cir, Hanover,MD,21076,16561,38.2,117621,51478,461,2.78364833
2970,3492,Walmart Supercenter, 11411 E Kellogg Dr, Wichita,KS,67207,28828,31.1,48757,25189,4470,15.50575829
2971,3493,Walmart, 1021 Arnold Dr, Martinez,CA,94553,49748,42.3,89703,42268,3555,7.14601592
2972,3495,Walmart Supercenter, 2315 Madison St, Clarksville,TN,37043,45404,35.2,65815,32761,3519,7.750418465
2973,3494,Walmart, 732 Center Dr, San Marcos,CA,92069,49638,33.9,65485,26212,6665,13.42721302
2974,3497,Walmart Supercenter, 428 Walton Dr, Plymouth,WI,53073,14567,44.8,60744,31953,898,6.164618659
2975,3498,Walmart Supercenter, 4369 Ball Road Ne, Blaine,MN,55449,27536,36.4,104161,45243,1108,4.023823359
2976,3499,Walmart Supercenter, 1520 South Main Street, Jefferson,WI,53549,10303,42.5,54603,26967,800,7.76472872
2977,3500,Walmart Supercenter, 5655 E Sam Houston Pkwy N, Houston,TX,77015,57258,29.2,45917,18557,13065,22.81777219
2978,3501,Walmart Supercenter, 100 Crossings Blvd, Elverson,PA,19520,5685,48.6,76228,41461,191,3.359718558
2979,3502,Walmart Supercenter, 3201 Princeton Rd, Hamilton,OH,45011,70820,36.3,65223,29640,10550,14.89692177
2980,3453,Walmart, 355 54Th Street Sw, Wyoming,MI,49548,32694,33.5,45534,20044,6656,20.35847556
2981,3406,Walmart Supercenter, 15220 Montfort Rd, Dallas,TX,75248,35464,42.1,80421,55207,2409,6.79280397
2982,3457,Walmart Neighborhood Market, 3116 S Garnett Rd, Tulsa,OK,74146,16181,27.6,35918,15820,4071,25.15913726
2983,3504,Walmart Neighborhood Market, 2415 Springs Road Ne, Hickory,NC,28601,50316,40.8,49168,29014,7332,14.57190556
2984,3505,Walmart Supercenter, 130 Commerce St, Wisconsin Dells,WI,53965,10219,45.3,49247,27763,1335,13.06390058
2985,3506,Walmart Neighborhood Market, 13742 N Eldridge Pkwy, Cypress,TX,77429,86399,34.7,103092,41786,3931,4.549821178
2986,3508,Walmart Neighborhood Market, 1770 S Elm Pl, Broken Arrow,OK,74012,62075,35.8,68111,30251,4782,7.703584374
2987,3510,Walmart Supercenter, 1710 Broadway St, Pearland,TX,77581,47625,35.6,89931,36394,2887,6.061942257
2988,3509,Walmart Neighborhood Market, 11755 Beechnut St, Houston,TX,77072,62162,32.7,41041,16087,15262,24.55197709
2989,3511,Walmart Supercenter, 550 W Honeysuckle Ave, Hayden,ID,83835,20979,44.2,65174,31724,1157,5.515038848
2990,3512,Walmart Neighborhood Market, 11018 Montgomery Blvd Ne, Albuquerque,NM,87111,57331,43.9,67414,40109,5782,10.08529417
2991,3514,Walmart Supercenter, 50 Foster Brook Blvd, Bradford,PA,16701,17508,39.7,42825,25380,3613,20.63628056
2992,3516,Walmart Supercenter, 1360 Eastlake Pkwy, Chula Vista,CA,91915,32073,32.5,106452,31751,2330,7.264677455
2993,3469,Walmart, 1601 W Edgar Rd, Linden,NJ,7036,43727,38.3,66166,28504,4445,10.16534407
2994,3517,Walmart Neighborhood Market, 1115 Nm Highway 528 Se, Rio Rancho,NM,87124,54253,39.7,57052,27356,7048,12.99098667
2995,3518,Walmart Supercenter, 2320 Bob Bullock Loop, Laredo,TX,78043,44762,27.7,33252,14218,15858,35.42737143
2996,3521,Walmart Neighborhood Market, 2210 N.F.M 1417, Sherman,TX,75092,24312,40.5,56958,29923,2372,9.756498848
2997,3472,Walmart Supercenter, 3050 E Mullan Ave, Post Falls,ID,83854,40152,36,51849,25086,5508,13.71787209
2998,3520,Walmart Supercenter, 400 Park Pl, Secaucus,NJ,7094,19279,40.2,99883,47623,1276,6.61860055
2999,3523,Walmart Supercenter, 26471 Carl Boyer Dr, Santa Clarita,CA,91350,37149,37.4,103837,37680,2218,5.970551024
3000,3522,Walmart Supercenter, 3250 Big Dalton Ave, Baldwin Park,CA,91706,77819,33.9,57240,17717,11448,14.71106028
3001,3524,Walmart, 605 Fletcher Pkwy, El Cajon,CA,92020,58862,34.8,52264,25084,12087,20.53447046
3002,3525,Walmart Supercenter, 16502 Meridian E, Puyallup,WA,98375,30782,32.4,78176,28107,2669,8.67065168
3003,3526,Walmart Supercenter, 7305 Broad St, Brooksville,FL,34601,21946,49.2,38704,22718,3611,16.45402351
3004,3527,Walmart Supercenter, 1675 Nw Saint Lucie West Blvd, Port St Lucie,FL,34986,24208,53.6,54375,34111,2372,9.798413748
3005,3528,Walmart Supercenter, 1053 Frontage Dr E, Wiggins,MS,39577,10649,37.1,38179,17501,2099,19.71077096
3006,3529,Walmart Supercenter, 10735 Pendleton Pike, Indianapolis,IN,46236,28360,39.8,81822,40039,1678,5.916784203
3007,3531,Walmart Supercenter, 1401 Galaxy Dr Ne, Lacey,WA,98516,23241,40.8,74767,37343,1950,8.39034465
3008,3515,Walmart Supercenter, 540 Harry Sauner Rd, Hillsboro,OH,45133,24278,40.9,41789,21909,5549,22.8560837
3009,3533,Walmart Supercenter, 7800 Smith Rd, Denver,CO,80207,26185,36.4,73325,39217,3624,13.83998472
3010,3534,Walmart Supercenter, 295 Tyler Rd S, Red Wing,MN,55066,18233,43,55519,30600,2525,13.84851643
3011,3537,Walmart Supercenter, 7001 Bridgeport Way W, Lakewood,WA,98499,30313,33.5,39955,24413,7241,23.88744103
3012,3538,Walmart Supercenter, 8500 N Wickham Rd, Melbourne,FL,32940,38683,49.1,69508,36188,2360,6.100871184
3013,3491,Walmart, 70 Pleasant Valley St, Methuen,MA,1844,49587,39.1,73525,32504,4636,9.349224595
3014,3542,Walmart Neighborhood Market, 11242 S Gessner Dr, Houston,TX,77071,27981,36.2,49137,25669,4379,15.64990529
3015,3543,Walmart, 67 Newtown Rd, Danbury,CT,6810,52101,35.2,58073,27353,7632,14.64847124
3016,3541,Walmart Supercenter, 516 School House Rd, Kennett Square,PA,19348,22991,41.4,91929,49158,1428,6.211126093
3017,3545,Walmart, 2300 Dixwell Ave, Hamden,CT,6514,27546,36,72072,33563,2117,7.685326363
3018,3544,Walmart, 900 Boston Post Rd, Guilford,CT,6437,22377,48.3,107587,60003,817,3.651070295
3019,3548,Walmart, 910 Wolcott St, Waterbury,CT,6705,25995,37.1,45663,22153,4421,17.00711675
3020,3546,Walmart, 164 Danbury Rd, New Milford,CT,6776,26285,44,83080,39697,1415,5.383298459
3021,3549,Walmart, 350 Winchester St, Keene,NH,3431,25537,36.5,55902,30803,2846,11.1446137
3022,3556,Walmart, 3510 E Francis St, Ontario,CA,91761,60560,32.6,68021,22972,7457,12.31340819
3023,3503,Walmart Supercenter, 1585 Liberty Dr Ste 1, Thomasville,NC,27360,45720,40.4,42261,22606,7111,15.55336833
3024,3560,Walmart Supercenter, 638 Quequechan Street, Fall River,MA,2721,25985,38.3,33383,20156,5729,22.047335
3025,3561,Walmart, 137 Teaticket Hwy, Teaticket,MA,2536,19191,48.6,67880,37537,1265,6.591631494
3026,3562,Walmart, 189 Us Highway 46, Saddle Brook,NJ,7663,14076,42.2,94177,39946,886,6.294401819
3027,3563,Walmart, 3926 Linden St, Bethlehem,PA,18020,20734,46,76748,40014,716,3.453265168
3028,3547,Walmart, 680 Connecticut Ave, Norwalk,CT,6854,31777,33.8,66075,33499,4212,13.25486987
3029,3564,Walmart Supercenter, 2101 Blair Mill Rd, Willow Grove,PA,19090,19119,39.1,68344,32291,1763,9.221193577
3030,3566,Walmart Supercenter, 9400 E Hampden Ave, Denver,CO,80231,36766,33.8,53850,36940,4732,12.87058696
3031,3565,Walmart, 53 W Germantown Pike, Norristown,PA,19401,42104,34.8,49329,27211,7791,18.50418013
3032,3567,Walmart, 3000 N Jackson Road, Hidalgo,TX,78557,13859,28.8,33627,12498,4185,30.19698391
3033,3570,Walmart Supercenter, 4469 Washington Rd, Evans,GA,30809,45453,37.2,97435,36772,2043,4.494752822
3034,3569,Walmart Supercenter, 12900 No. I-35 Svc Rd Sb, Austin,TX,78753,58693,30.9,45983,22774,12054,20.53737243
3035,3571,Walmart Supercenter, 2900 Towne Blvd, Middletown,OH,45044,53250,34.9,49115,26232,10162,19.08356808
3036,3513,Walmart Supercenter, 8101 Old Carriage Ct, Shakopee,MN,55379,44082,33.6,84043,33648,3098,7.027811805
3037,3573,Walmart Supercenter, 9401 Liberia Ave, Manassas,VA,20110,48312,34.2,79798,30711,3955,8.186371916
3038,3572,Walmart Supercenter, 10505 Broadway St, Pearland,TX,77584,87121,34.4,106162,43226,4607,5.288047658
3039,3574,Walmart Neighborhood Market, 1520 E Exchange Pkwy, Allen,TX,75002,69688,35.7,98652,39818,4746,6.810354724
3040,3577,Walmart, 141 Washington Avenue Ext, Albany,NY,12205,26480,44,64107,32670,1756,6.63141994
3041,3579,Walmart Neighborhood Market, 2165 Northpark Dr, Kingwood,TX,77339,41403,38.8,73466,37609,3452,8.33756008
3042,3580,Walmart Supercenter, 1315 N 21St St, Newark,OH,43055,61813,37.8,44248,23730,11089,17.939592
3043,3581,Walmart Supercenter, 2850 Maysville Pike, Zanesville,OH,43701,55411,41.1,40848,22856,10043,18.12456011
3044,3583,Walmart Supercenter, 311 Route 9W, Glenmont,NY,12077,6701,43.2,98716,49883,488,7.28249515
3045,3582,Walmart Supercenter, 1575 Space Center Dr, Colorado Springs,CO,80915,21078,33.3,57193,25602,1908,9.052092229
3046,3585,Walmart, 2901 Riley Fuzzell Road, Spring,TX,77386,53042,32.4,99076,39323,1890,3.563214057
3047,3588,Walmart Supercenter, 17041 Jefferson Davis Hwy, Dumfries,VA,22026,15925,31.3,88509,31600,1922,12.06907378
3048,3587,Walmart Supercenter, 5454 Crossings Drive, Rocklin,CA,95677,24571,39.1,81223,35697,2527,10.28448171
3049,3589,Walmart Supercenter, 350 Hope Ave, Salt Lake City,UT,84115,26832,31.6,38914,21372,6283,23.41607036
3050,3591,Walmart Supercenter, 18700 Highway 105 W, Montgomery,TX,77356,25888,49.4,77444,47397,1880,7.262051916
3051,3590,Walmart Supercenter, 3101 Floyd Blvd, Sioux City,IA,51108,5700,40.5,61353,29526,520,9.122807018
3052,3535,Walmart Supercenter, 35 Fresh River Rd, Epping,NH,3042,6835,40.4,74268,35651,351,5.135332846
3053,3584,Walmart Supercenter, 5405 South Rice Avenue, Houston,TX,77081,49059,29.7,29079,17302,19219,39.17527875
3054,3594,Walmart Neighborhood Market, 2610 W Pioneer Pkwy, Pantego,TX,76013,33169,33.8,49294,28196,5959,17.96557026
3055,3596,Walmart Supercenter, 2250 Main St Nw, Los Lunas,NM,87031,44457,37.6,45964,19534,10492,23.60033291
3056,3597,Walmart Supercenter, 2101 Gateway Center Dr, Belvidere,IL,61008,34628,38.5,58654,27223,4020,11.60910246
3057,3598,Walmart, 235 Ridgedale Ave, Cedar Knolls,NJ,7927,4024,38.8,106458,52243,127,3.156063618
3058,3599,Walmart Neighborhood Market, 6520 Memphis Arlington Rd, Bartlett,TN,38135,29598,42.2,78093,33587,1502,5.074667207
3059,3600,Walmart Neighborhood Market, 970 Strickland Bridge Road, Fayetteville,NC,28304,37201,34.3,47979,23463,6729,18.08822343
